chunk_id,source,snippet,icd_codes
939,data/ms_guide.pdf,"successful with female patients.    Plastic Surgery Subspecialties    Hand and upper limb   It deals with the correction of deformities and structural abnormalities involving  the soft tissues, bones, nerves , and blood vessels in both adult and pedi...",'Z428'; 'Q674'; 'Q758'; 'Q688'
940,data/ms_guide.pdf,"as c left lip and palate, brachial plexus injuries, congenital deformities of the  hand,  craniosynostosis, and other craniofacial abnormalities.    Microvascular   It involves reconstruction through micro vascular anastomosis.    Residency Program  ...",'Z428'; 'Z48812'; 'H05333'; 'H05332'
941,data/ms_guide.pdf, 3 months Orthopedic Surgery   3 months Plastic Surgery   6 months General  Surgery    Elective Rotations   The resident can choose any two rotations of  the following:   3 months Vascular Surgery   3 months Oral Surgery   3 months  Pediatric S...,'Y66'; 'Z48812'; 'Y6552'; 'Z4889'
942,data/ms_guide.pdf,"2.19   PLASTIC SURGERY  101  R3, R4, R5  and R6  Four (4) years Plastic Surgery    R3 and R4  junior resident  rotation in  Plastics    R5 and R6  senior  resident  rotation in  Plastic Surgery  Working hours per day 8   Clinic per week 1 - 2   Numbe...",'Z428'; 'T889XXS'; 'Y66'; 'Y818'
943,data/ms_guide.pdf, Prince Sultan Military Medical City   King Abdulaziz Medical City   King Fahad Medical City   King Faisal Specialty Hospital & Research Center    King Saud Medical City   Security Forces Hospital  Please refer to SCFHS web site link below for ...,'Z428'; 'Z764'; 'Z758'; 'T889XXS'
944,data/ms_guide.pdf,"2.20   PSYCHIATRY  102  2.20 Psychiatry    Expert Students  Fahad Alosaimi   Psychosomatic Medicine & Psychiatry   King Khalid University Hospital   Riyadh, Saudi Arabia  Nora Alrowaibah  Waleed Alshakha   Ohood Alamer   Ahmad Askar     Introduction ...",'F064'; 'F068'; 'F99'; 'F09'
945,data/ms_guide.pdf,"treatment of the soul"", was given to it in 1808. Those specialized are called  psychiatrists. Their  basic scientific backgrounds should consist of Biology,  Physiology, Genetics, Anatomy, Biochemistry, Pharmacology, Medicine, Medical  ethics, Psycho...",'Z046'; 'F068'; 'F0789'; 'F3489'
946,data/ms_guide.pdf,"skills. Psychiatrists work in multidisciplinary teams that consist of psychologists,  psychiatric nurses, social workers , and occupational th erapists. Some of them  also get to communicate with almost every department at the hospital; for  example,...",'Y07528'; 'Z046'; 'Z6982'; 'Y07521'
947,data/ms_guide.pdf,"The Specialty by an Expert     Psychiatry is one of the most varied, interesting , and rewarding specialties in  medicine. Every day can be different and every patient is unique. Psychiatry  offers fast career progression and excellent job opportunit...",'Z046'; 'F3112'; 'F323'; 'F0633'
948,data/ms_guide.pdf,"medication management, therapy, academic, private practice, research, writing,  teaching, etc.). A psychiatrist can take the part that interests him /her the most,  or he can practice in multiple modalities at once.     Psychiatrists do not work with...",'Y07528'; 'F6089'; 'F71'; 'F488'
949,data/ms_guide.pdf,"and impairment are substantial. On the other hand, this profession can be  emotionally tiring. By treating the person's ""self"" and persona lity, psychiatrists  have both privilege and frustration because they often do th is while sacrificing  their o...",'Y07521'; 'Z046'; 'Y07528'; 'Z6982'
950,data/ms_guide.pdf,"from one level to the next . In addition to th e overall annual evaluation, being  promoted to a senior resident (R3 and R4) also requires passing the Saudi Board...",'Z022'; 'Z020'; 'Z0289'; 'Z553'
951,data/ms_guide.pdf,2.20   PSYCHIATRY  103  Part I E xamination. Candidates who pass the Saudi Board Part II Exam are  awarded the certificate of the Saudi Board of Psychiatry.     Typical workday hours for a resident are 8 to 9 on average. The workload and  the clinica...,'Z046'; 'Z1330'; 'Z563'; 'Z1339'
952,data/ms_guide.pdf,"The on -call period is 24 hours, except when working in an Emergency  Department, with regular duty on the days immediately following the night on - call. This was specified by the Saudi Board of Psyc hiatry to ensure that the  residents give continu...",'Z046'; 'R402242'; 'R402252'; 'R402232'
953,data/ms_guide.pdf,"should not act as a personal friend of the patient or have any personal stake in  their lives. Nevertheless, he  / she must be able to relate to the patient in the  same way that a friend would, and to offer support while still maintaining a  profess...",'F24'; 'F99'; 'F323'; 'F322'
954,data/ms_guide.pdf,"patient visit types depend on the place tha t the psychiatrist works, for example,  if he works at a tertiary health care center, his patients most probably would be  more chronic or difficult cases that a primary or a secondary health care center  c...",'Z046'; 'Z1330'; 'Z1339'; 'Z1389'
955,data/ms_guide.pdf,"time to understand the points being made, asking questions as appropriate,  and not interrupting at inappropriate times.  2. Social Perceptiveness: Being aware of others' reactions and understanding  why they react the way that they do.  3. Good comm...",'Z734'; 'R4183'; 'Z003'; 'R402241'
956,data/ms_guide.pdf,problems.  5. Active Learning: Understanding the implications of new information for  both current and future problem-solving and decision-making.  6. Complex problem solving: Identifying complex problems and reviewing  related information to develop...,'Z7389'; 'Z658'; 'Z62898'; 'Z1330'
957,data/ms_guide.pdf,"General Adult Psychiatry  This branch of psychiatry deals with patients aged 1 4 to 65 years with a wide  variety of mental health needs and a range of illnesses including depression,...",'F03A0'; 'F03B0'; 'F03C0'; 'F0390'
958,data/ms_guide.pdf,"2.20   PSYCHIATRY  104  mania, schizophrenia, anxiety disorders , and as well as  personality disorders.  This specialty gives exciting opportunities to work in an assortment of settings  including thye community, district and general hospitals, univ...",'F15159'; 'F19159'; 'F15259'; 'F19259'
959,data/ms_guide.pdf,"addiction psychiatrist need to have skills in prescribing maintenance treatment  of withdrawal states, managing physical and mental illness in patients with  addiction, and providing psychological treatment. He also has the ability to work  with prof...",'Z7151'; 'F1911'; 'Z7152'; 'F19130'
960,data/ms_guide.pdf,"Child and Adolescent Psychiatry  This branch of psychiatry specializes in the study, diagnosis, treatment and  prevention of psychopathological disorders of children, teenagers , and their  families. The psychiatrist would be  concerned with the inte...",'F988'; 'F989'; 'Z7187'; 'F938'
961,data/ms_guide.pdf,"lifetime. A variety of treatment are used , ranging from individual psychotherapy  to behavioral and family therapy. It is an interesting prospect for developing a  close working relationship with those children and families concerned.    Forensic Ps...",'Z818'; 'Z046'; 'T7632XS'; 'Z1330'
962,data/ms_guide.pdf,"control and treatment, writing reports for courts and lawyers , and giving  evidence in courts. It could  be practiced in general , specialized hospitals, and  prisons. The Forensic Psychiatrist works in the courts to assist in clarifying   medico-le...",'Z046'; 'Y07528'; 'Y07521'; 'Z6982'
963,data/ms_guide.pdf,treatment of mental disorders in elderly patients. It is a specialty that is focused  on the mental health needs of those over the age of 65  years. A major part of this  job involves the pharmacological and psycho-social aspects of dealing with  pat...,'F03C11'; 'F03911'; 'F99'; 'F02811'
964,data/ms_guide.pdf,"occupational therapists, physiotherapists, geriatricians , and neurologists) in a  wide range of settings.    Consultation-Liaison Psychiatry  This branch of Psychiatry specializes in the interface between other medical and...",'Z710'; 'Z046'; 'Y07528'; 'Z719'
965,data/ms_guide.pdf,"2.20   PSYCHIATRY  105  surgical specialties and Psychiatry. It deals with patients in general medical  hospitals; the patients are usually inpatients, outpatients , or attendees at the  Emergency Department. Referrals are made when the treating medi...",'Z046'; 'Z6981'; 'Y748'; 'Z6982'
966,data/ms_guide.pdf,expertise in complex co -morbidities (of physical and mental health). They  understand and apply various psychological theories and therapies in the  management of medically unexplained symptoms.    Learning Disability Psychiatry  It is concerned wit...,'F70'; 'F78'; 'F73'; 'F72'
967,data/ms_guide.pdf,"psychology is required. It gives excellent opportunities to work in a variety of  settings and have close working relationships with patients' families and a large  range of professionals including psychologists, nurses, speech , language,  occupatio...",'Z6981'; 'Z6982'; 'Z69010'; 'Z69020'
968,data/ms_guide.pdf,"to schieve  social inclusion. It provides the opportunity to work across diverse  settings within a network of support teams which r equires expertise in  management, leadership, service development , and clinical governance.  Application of a more p...",'Z6981'; 'Z6982'; 'Z6911'; 'Z6912'
969,data/ms_guide.pdf,rewarding role maintaining the mental and social wellbeing of patients.    Cross-cultural Psychiatry  A branch of Psychiatry that is concerned with the cultural and ethnic contexts of  mental disorders and psychiatric services. It studies psychiatric...,'F99'; 'Z046'; 'F54'; 'Z6981'
970,data/ms_guide.pdf,"context.  The military psychiatrist has responsibilities to both the individual and  the organization in order to make them efficiently perform their duties.     Academic Psychiatry  It c oncerns exploration, through research, of the basis for mental...",'Z046'; 'F99'; 'F15959'; 'Z1330'
971,data/ms_guide.pdf,"taking much time  to develop new ideas, contributing to the existing knowledge  base upon which evidence -based practice depends, as well as practicing clinical  psychiatry within their chosen specialty....",'Z046'; 'Z712'; 'Z9229'; 'Z9289'
972,data/ms_guide.pdf,"2.20   PSYCHIATRY  106  There are many more different specialties in Psychiatry such as Neuropsychiatry,  Behavioral Neurology, Community Psychiatry, Biological Psychiatry and  Emergency Psychiatry.    There are significant differences between psychi...",'F54'; 'F0789'; 'F6089'; 'F88'
973,data/ms_guide.pdf,"functioning of the mind. It is the study of people; how they think, how they act,  react, and interact. It is concerned with all aspects of behavior and the thoughts,  feelings, and motivation underlying it. Psychologists deal with the way the mind  ...",'F89'; 'F88'; 'F99'; 'F0789'
974,data/ms_guide.pdf,"with behavioral intervention (s). They provide counseling, and conduct  psychological testing and assessment.    Psychiatry, on the other hand, is the study of mental disorders and their  diagnosis, management and prevention. Psychiatrists are the on...",'Z1339'; 'Z1330'; 'F15959'; 'Z046'
975,data/ms_guide.pdf,"convulsive therapy and psychotropic medication. They treat a variety of patients,  from children and adolescents with behavior disorders to adults with severe  mental illness and prescribe medications.    Residency Program    Specialty Psychiatry  Du...",'F15959'; 'Z79899'; 'F15951'; 'F1311'
976,data/ms_guide.pdf,R3+R4  General Psychiatry (6 months)  General Psychiatry Clinic (3 months)  Child Psychiatry (6 months)  Forensic Psychiatry (1 month)  Working hours per day 8   Clinic per week 3 - 4  Number of on-calls per  month  4 - 7  Competition Very Competitiv...,'Z046'; 'Z69011'; 'Z69021'; 'Z6982'
977,data/ms_guide.pdf,2.20   PSYCHIATRY  107  Yearly acceptance 25  Yearly graduates 16 - 21  Hospitals that offer the  Program  Central Region:   King Abdulaziz Medical City    King Fahad Medical Complex    Al Amal Hospital   Prince Sultan Military Medical City   Ki...,'Z046'; 'Z1330'; 'Z1339'; 'Z6982'
978,data/ms_guide.pdf, King Abdulaziz Medical City   King Faisal Specialist Hospital  Eastern Region:   King Fahad Military Medical Complex   Al Amal Hospital   King Fahad University Hospital   King Fahad Specialist Hospital  Please refer to SCFHS web site link belo...,'Z758'; 'Z046'; 'Y92532'; 'Z6981'
979,data/ms_guide.pdf,"2.21   RADIOLOGY  108  2.21 Radiology     Expert Students  Maha Nojoom   Department of Radiology  Prince Sultan Military Medical City  Riyadh, Saudi Arabia  Firas Alateeq   Saleh Ahmad Alsuwaydani   Somaya M Alabaishi    Introduction     Radiology is...",'Y842'; 'L589'; 'Y780'; 'L581'
980,data/ms_guide.pdf,"captures images produced by ionizing and non-ionizing radiation. Because of its  great importance in the surgical field it is sometimes considered as a part of it.    Medical Imaging (Radiology) is vital for the management of patients, initial  diagn...",'Y842'; 'Y633'; 'Y781'; 'W880XXS'
981,data/ms_guide.pdf,"Mammography, Angiography, and Interventional procedures.    The Specialty by an Expert    “A good radiologist is a good physician”; a good background knowledge to satisfy  different specialties is often needed for General Radiology and for its  subsp...",'R92331'; 'R92333'; 'R921'; 'R92332'
